"","Age","Workclass","Fnlwgt","Education","Education.num","Marital.status","Occupation","Relationship","Race","Sex","Capital.gain","Capital.loss","Hours.per.week","Native.country","Above.Limit"
"25856",47,3,149700,13,14,3,10,1,5,2,15024,0,35,39,2
"25857",42,7,109273,16,10,5,3,5,5,2,0,0,40,39,1
"25858",43,5,393354,16,10,3,1,6,3,1,0,0,38,39,2
"25859",37,5,226947,9,11,3,3,1,5,2,0,0,40,39,2
"25860",36,8,86805,16,10,3,4,6,5,1,7298,0,39,39,2
"25861",27,5,493689,10,13,5,13,2,3,1,0,0,40,10,1
"25862",54,5,299324,5,3,4,7,5,5,2,0,0,40,26,1
"25863",48,7,353012,12,9,3,3,1,5,2,0,1902,40,39,2
"25864",29,5,174419,12,9,5,8,5,5,1,0,0,30,39,1
"25865",29,5,209472,12,9,3,7,1,5,2,0,0,38,39,1
"25866",37,5,295127,16,10,1,8,2,5,2,0,0,47,39,1
"25867",55,6,182273,16,10,3,12,1,5,2,0,0,40,39,1
"25868",67,5,228200,12,9,3,9,6,3,1,0,0,20,39,1
"25869",51,5,263836,12,9,7,6,2,5,2,0,0,30,39,1
"25870",35,5,178948,13,14,5,10,5,5,1,0,0,32,39,1
"25871",41,5,43945,6,4,3,3,1,5,2,0,0,40,39,1
"25872",64,7,253296,12,9,7,8,3,5,1,0,0,40,39,1
"25874",49,5,24712,10,13,5,8,2,2,1,0,0,35,30,1
"25876",62,5,115387,12,9,5,6,3,3,1,0,0,40,39,1
"25879",45,7,246891,13,14,1,3,2,5,2,0,0,40,39,1
"25880",20,5,30035,8,12,5,12,4,5,1,0,0,40,39,1
"25881",38,5,175232,12,9,3,7,1,5,2,0,0,48,39,1
"25882",50,6,140516,10,13,3,1,1,5,2,0,0,40,39,1
"25883",40,5,64980,16,10,3,1,1,3,2,0,0,55,39,2
"25885",52,2,192065,16,10,6,4,2,5,1,0,0,40,39,1
"25886",28,7,227890,10,13,5,10,2,3,2,0,0,50,39,2
"25887",62,7,162249,12,9,3,14,1,5,2,0,0,30,39,1
"25888",31,5,165949,12,9,1,8,5,5,1,0,0,40,39,1
"25889",40,5,445382,12,9,3,4,1,5,2,0,0,40,39,2
"25890",34,5,211948,12,9,1,12,2,5,1,0,1590,40,39,1
"25891",53,5,163678,16,10,3,12,1,5,2,0,0,40,39,2
"25892",42,5,89413,3,8,5,5,4,5,2,0,0,40,39,1
"25893",26,5,289700,16,10,3,8,1,5,2,0,0,25,39,1
"25894",51,5,163826,12,9,3,14,1,5,2,0,0,40,39,2
"25895",49,5,185385,13,14,3,10,1,5,2,0,0,50,39,2
"25896",43,5,169031,12,9,3,7,1,5,2,0,0,40,39,1
"25897",42,5,54611,16,10,1,5,2,5,2,0,0,40,39,1
"25898",31,5,130620,2,7,4,12,4,2,1,0,0,40,19,1
"25899",26,5,328663,12,9,3,14,1,4,2,0,0,40,39,1
"25900",50,5,169646,10,13,6,10,5,2,1,0,0,40,30,1
"25901",35,5,186815,12,9,3,7,1,5,2,0,0,40,39,1
"25902",37,5,103925,16,10,5,13,3,5,1,0,0,40,39,1
"25903",53,1,150393,12,9,5,3,2,5,2,0,1504,35,39,1
"25905",31,3,178449,15,15,3,10,1,5,2,0,0,40,39,2
"25906",28,5,51672,12,9,5,3,2,5,2,0,0,35,39,1
"25907",46,5,380162,12,9,3,13,1,3,2,0,0,40,39,2
"25912",37,6,190759,16,10,3,12,1,5,2,0,0,60,39,2
"25913",74,8,236012,6,4,7,6,2,5,1,0,0,20,39,1
"25915",51,5,172046,13,14,3,4,1,5,2,0,1977,50,39,2
"25916",33,5,182926,10,13,3,4,1,5,2,15024,0,50,39,2
"25917",30,5,151001,5,3,3,7,1,5,2,3464,0,40,26,1
"25918",47,6,362835,10,13,3,4,1,5,2,0,0,50,39,2
"25919",49,5,97883,10,13,1,4,5,5,1,0,0,40,39,1
"25920",53,5,91911,12,9,1,3,5,3,1,0,0,48,39,1
"25921",24,5,278130,9,11,5,7,2,5,2,0,0,40,39,1
"25922",54,5,146310,12,9,3,14,1,5,2,0,0,50,39,1
"25923",32,5,379412,16,10,5,3,4,5,2,0,0,40,39,1
"25924",45,5,37987,16,10,3,12,1,5,2,0,0,45,39,1
"25925",46,6,256909,12,9,4,5,2,5,2,3325,0,45,39,1
"25927",48,8,44434,13,14,3,10,1,5,2,0,0,61,39,2
"25928",25,5,255474,10,13,5,1,2,5,1,0,0,40,39,1
"25929",28,1,303674,12,9,3,3,6,5,1,3103,0,20,39,1
"25930",44,1,195488,3,8,6,3,2,5,1,0,0,36,33,1
"25931",58,1,114362,16,10,3,3,1,3,2,0,0,30,39,1
"25932",27,5,341504,16,10,5,1,5,5,1,0,0,40,39,1
"25934",38,5,102945,10,13,3,12,1,5,2,0,0,52,39,2
"25935",47,5,503454,3,8,5,1,3,3,1,0,0,40,39,1
"25936",30,7,87561,16,10,5,1,2,5,1,0,0,60,39,1
"25937",46,5,270693,12,9,5,6,4,5,2,3674,0,30,39,1
"25938",27,5,252813,15,15,5,10,2,5,1,0,0,45,39,1
"25939",19,5,574271,16,10,5,12,4,5,2,0,0,35,39,1
"25940",18,5,184016,12,9,3,9,2,5,1,3103,0,40,39,1
"25941",24,5,235071,2,7,3,3,1,5,2,0,0,50,39,2
"25942",32,5,158242,10,13,5,10,2,5,1,0,0,40,39,1
"25943",38,5,299810,12,9,3,6,1,3,2,0,0,40,39,1
"25944",19,5,277695,14,1,5,5,2,5,2,0,0,36,17,1
"25945",28,5,23324,16,10,5,6,2,5,2,0,0,40,39,1
"25946",39,3,316582,13,14,5,10,2,5,1,0,0,55,39,1
"25947",38,7,176657,16,10,6,12,2,2,2,0,0,60,24,1
"25948",42,5,93770,12,9,3,7,6,5,1,0,0,40,39,2
"25949",31,5,124569,16,10,3,1,6,5,1,0,0,40,39,2
"25950",46,5,117313,7,5,6,7,2,5,1,0,0,40,21,1
"25951",53,5,53812,16,10,7,4,2,5,1,0,0,54,39,1
"25953",48,7,115971,12,9,3,12,1,5,2,0,0,50,39,1
"25954",46,5,31432,12,9,3,1,6,5,1,3103,0,52,39,2
"25955",30,5,112383,12,9,3,14,1,5,2,0,0,45,39,1
"25956",24,5,283092,12,9,5,1,3,3,2,0,0,40,23,1
"25957",32,5,27207,1,6,5,3,2,5,2,0,0,50,39,1
"25958",30,5,46712,12,9,1,8,2,5,1,0,0,40,39,1
"25959",57,8,19520,11,16,1,10,5,5,1,0,0,50,39,1
"25960",56,5,98630,6,4,5,1,2,5,2,0,0,40,39,1
"25961",27,5,159897,12,9,5,4,2,3,1,0,0,37,39,1
"25962",38,5,136629,10,13,3,7,1,5,2,0,0,40,20,1
"25963",19,5,407759,12,9,5,1,4,5,2,0,0,40,39,1
"25964",61,7,221884,16,10,3,1,1,5,2,0,0,50,39,2
"25965",49,5,148475,9,11,1,13,5,5,1,0,0,40,39,1
"25966",28,5,274964,12,9,3,3,1,5,2,0,0,38,39,1
"25967",50,6,160107,13,14,3,10,1,5,2,0,0,55,39,2
"25969",34,5,148226,12,9,5,7,5,3,1,0,0,48,39,1
"25970",28,5,153869,2,7,3,3,1,5,2,0,0,40,39,1
"25971",31,5,208881,16,10,3,3,1,5,2,0,0,40,39,1
"25972",55,5,256953,12,9,7,7,5,3,1,0,0,44,39,1
"25973",26,5,100147,10,13,3,4,6,5,1,0,0,45,39,2
"25974",51,3,166461,11,16,3,10,6,3,1,0,0,40,39,2
"25975",35,5,171327,12,9,3,3,1,5,2,0,0,40,39,1
"25976",42,5,297335,8,12,4,4,5,2,1,0,0,31,25,1
"25978",31,5,169589,13,14,5,10,2,5,2,0,0,30,39,1
"25979",22,3,273734,12,9,5,5,4,5,2,0,0,20,39,1
"25980",67,5,158301,12,9,1,14,2,5,2,0,0,60,39,1
"25981",50,1,257117,7,5,3,3,1,5,2,0,0,50,39,1
"25982",63,5,196725,12,9,7,8,5,5,1,0,0,24,39,1
"25983",31,5,137444,12,9,3,7,1,5,2,0,0,40,39,2
"25984",17,5,286960,2,7,5,10,4,5,2,0,0,40,39,1
"25985",41,3,201435,12,9,3,14,1,3,2,0,0,40,39,1
"25986",53,3,216931,6,4,3,14,1,5,2,0,0,38,39,1
"25988",24,5,462820,10,13,5,5,2,5,2,0,0,40,39,1
"25989",35,5,198841,9,11,1,13,4,5,2,0,0,35,39,1
"25990",61,5,219886,16,10,3,13,6,5,1,0,0,40,39,2
"25991",31,5,163003,8,12,5,10,3,2,1,0,0,40,30,1
"25992",44,5,112262,10,13,3,13,1,5,2,5178,0,40,39,2
"25993",56,5,213105,12,9,3,12,1,5,2,0,0,36,39,2
"25994",66,5,302072,8,12,1,1,5,5,1,0,0,40,39,1
"25995",45,5,338105,16,10,3,3,1,2,2,0,0,40,40,1
"25996",69,7,58213,10,13,3,10,1,5,2,20051,0,45,39,2
"25997",64,5,125684,12,9,3,3,1,5,2,0,0,40,39,1
"25998",38,5,215419,12,9,3,1,6,5,1,0,0,36,39,2
"25999",43,3,413760,16,10,6,3,2,3,2,0,0,40,39,1
"26000",37,5,205339,12,9,1,3,2,5,2,0,0,49,39,1
"26002",59,7,247552,12,9,3,4,1,5,2,0,0,40,39,1
"26003",50,2,184007,16,10,3,1,1,5,2,0,0,40,39,1
"26004",33,5,341187,10,13,3,4,1,5,2,0,0,50,39,2
"26005",56,5,220187,16,10,3,13,1,5,2,0,0,45,39,2
"26006",28,5,198258,9,11,3,12,1,5,2,0,0,40,39,1
"26007",27,5,175821,12,9,3,1,6,5,1,0,0,34,39,1
"26008",42,5,92288,13,14,3,12,1,2,2,0,0,40,39,1
"26009",34,5,261418,12,9,3,8,1,5,2,0,0,40,39,1
"26010",19,5,203319,2,7,5,12,4,5,2,0,0,30,39,1
"26011",68,7,166083,12,9,3,4,1,5,2,0,0,40,39,2
"26012",28,5,109001,13,14,3,10,1,5,2,0,0,38,39,2
"26014",22,7,197387,12,9,5,5,4,5,2,0,0,40,39,1
"26015",58,5,284834,8,12,1,1,2,5,1,0,0,40,39,1
"26016",31,5,87535,16,10,5,7,2,5,1,0,0,25,39,1
"26017",17,3,175587,2,7,5,11,4,5,2,0,0,30,39,1
"26018",25,5,242700,16,10,5,14,2,5,2,10520,0,50,39,2
"26019",23,5,161478,16,10,5,8,4,2,1,0,0,23,39,1
"26020",25,5,51498,3,8,5,8,3,5,2,0,0,40,39,1
"26021",47,5,220124,12,9,5,3,2,5,2,0,0,40,39,1
"26022",39,5,188503,10,13,3,4,6,5,1,0,0,60,39,2
"26023",44,5,113324,12,9,3,3,1,5,2,0,0,40,39,1
"26024",46,5,208872,9,11,3,10,1,5,2,0,0,40,39,2
"26025",38,7,34180,16,10,3,5,1,5,2,0,0,35,39,1
"26026",23,5,292023,12,9,5,7,4,5,2,0,0,30,39,1
"26027",34,5,141118,10,13,4,10,2,5,1,0,0,35,39,1
"26028",33,5,348592,12,9,5,3,2,5,2,0,0,40,39,2
"26029",38,5,185203,12,9,7,8,5,5,1,0,0,20,39,1
"26030",52,7,165278,9,11,3,4,1,5,2,0,0,40,39,1
"26031",50,5,116933,12,9,1,12,2,5,1,0,0,33,39,1
"26032",38,5,237608,10,13,5,12,2,5,1,0,2444,45,39,2
"26033",35,5,84787,10,13,3,8,1,5,2,0,0,40,39,1
"26034",67,7,217892,11,16,3,10,1,5,2,10605,0,35,39,2
"26035",60,5,325971,12,9,3,7,1,5,2,7688,0,40,39,2
"26037",38,7,127772,12,9,1,5,4,5,2,0,0,50,39,1
"26038",29,5,208577,12,9,3,10,1,5,2,0,0,40,39,2
"26039",65,5,344152,13,14,3,10,1,5,2,5556,0,50,39,2
"26040",33,5,40681,8,12,5,1,2,5,1,0,0,40,39,1
"26041",29,1,95108,12,9,5,3,2,5,2,0,0,40,39,1
"26042",18,5,280603,2,7,5,12,4,5,1,0,0,30,39,1
"26043",43,5,188436,15,15,1,4,2,5,2,0,0,40,39,1
"26044",42,5,134220,9,11,1,4,4,1,1,0,0,40,39,1
"26045",42,5,177989,12,9,3,14,1,5,2,0,0,40,39,1
"26046",32,5,164190,12,9,3,6,1,5,2,0,0,30,39,1
"26047",36,5,90897,8,12,5,13,2,5,1,0,0,40,39,1
"26048",41,8,33126,10,13,3,5,1,5,2,0,0,40,39,2
"26049",30,5,270886,16,10,5,8,4,5,1,0,0,40,39,1
"26050",21,5,216129,12,9,5,8,4,5,2,0,0,35,39,1
"26051",33,5,189368,16,10,3,14,1,3,2,0,0,40,39,2
"26053",19,5,306225,12,9,5,6,4,5,2,0,0,25,39,1
"26054",35,5,330664,12,9,1,14,2,5,2,0,0,40,39,1
"26055",43,5,191765,12,9,1,13,5,3,1,0,0,35,39,1
"26056",45,5,289353,12,9,3,14,1,3,2,0,0,24,39,1
"26057",25,5,53147,10,13,5,4,4,3,2,0,0,50,39,1
"26058",39,7,122353,10,13,3,4,1,5,2,0,0,40,39,1
"26059",26,5,188767,12,9,5,6,2,5,2,0,0,40,39,1
"26061",52,3,155141,11,16,3,10,6,5,1,0,0,40,39,2
"26062",22,5,64520,3,8,5,14,5,5,2,0,0,30,39,1
"26063",23,5,478994,16,10,5,8,4,5,1,0,0,40,39,1
"26064",46,5,155654,12,9,3,8,6,5,1,0,0,40,39,1
"26065",34,7,124052,10,13,3,12,1,5,2,0,0,30,39,1
"26066",39,5,245053,10,13,3,10,1,5,2,0,0,50,39,2
"26067",38,5,183585,12,9,5,10,2,5,1,0,0,40,39,1
"26068",56,7,323639,13,14,3,4,1,5,2,0,0,25,39,1
"26069",55,2,186791,12,9,1,1,2,5,1,0,0,40,39,1
"26070",40,5,284303,16,10,3,4,6,5,1,7688,0,40,39,2
"26071",23,5,186666,16,10,5,7,2,5,2,0,0,40,39,1
"26072",39,5,200153,10,13,1,1,2,5,2,0,0,40,39,1
"26073",24,5,180931,10,13,3,12,1,3,2,0,0,30,39,1
"26074",51,7,183173,12,9,3,12,1,5,2,0,0,40,39,2
"26075",47,6,120131,10,13,3,4,1,5,2,0,0,50,5,2
"26076",25,7,263300,12,9,5,5,2,5,2,0,0,50,39,1
"26077",34,5,226443,15,15,3,10,1,5,2,0,0,55,39,2
"26078",18,5,404868,2,7,5,12,4,3,1,0,1602,20,39,1
"26079",19,5,208506,16,10,5,4,4,5,1,0,0,28,39,1
"26080",32,5,46746,16,10,1,3,5,5,2,0,0,40,39,1
"26081",49,5,246183,12,9,3,12,1,5,2,0,0,40,39,2
"26083",43,5,122749,12,9,3,3,1,5,2,0,0,55,39,1
"26084",71,6,38822,13,14,3,4,1,5,2,99999,0,40,39,2
"26085",59,5,167963,12,9,5,1,5,5,2,0,0,40,39,1
"26086",32,5,273241,10,13,3,4,6,5,1,0,0,40,39,2
"26087",25,5,120238,10,13,5,4,2,5,2,0,0,40,39,1
"26088",32,5,167990,12,9,3,4,1,5,2,0,0,40,21,1
"26090",57,6,125000,15,15,3,10,1,5,2,0,0,35,39,2
"26092",27,5,230959,10,13,5,13,4,2,1,0,0,40,30,1
"26093",41,3,132125,12,9,3,11,1,5,2,0,0,40,39,1
"26094",62,1,68461,11,16,3,3,1,1,2,0,0,40,39,2
"26095",19,5,227178,2,7,5,12,2,5,1,0,0,25,39,1
"26096",41,5,165798,5,3,1,8,5,5,1,0,0,40,33,1
"26097",39,5,129573,10,13,5,4,2,5,2,0,0,50,39,2
"26098",30,5,224377,12,9,5,3,2,5,2,0,0,40,39,1
"26099",37,5,179481,10,13,3,7,1,5,2,0,0,40,39,2
"26101",40,7,173716,10,13,3,12,1,5,2,0,0,45,39,2
"26102",38,6,244803,16,10,3,12,1,5,2,0,1485,60,5,2
"26103",24,5,114230,12,9,5,12,3,5,2,0,0,40,39,1
"26104",33,5,188661,12,9,3,3,1,5,2,0,0,50,39,1
"26105",48,5,216093,10,13,3,6,1,5,2,0,0,40,39,1
"26106",51,5,124963,10,13,3,12,1,5,2,0,0,40,39,2
"26107",48,5,85341,12,9,3,3,1,5,2,0,0,40,39,1
"26108",43,5,193490,6,4,3,3,1,5,2,0,0,45,39,1
"26109",34,5,80058,15,15,5,4,4,5,2,0,0,50,39,1
"26110",41,5,139907,9,11,6,3,2,5,2,0,0,30,39,1
"26111",51,6,54342,15,15,1,10,2,5,2,27828,0,60,39,2
"26112",25,5,188767,12,9,5,3,4,5,2,0,0,40,39,1
"26113",20,5,117222,12,9,5,8,4,5,2,0,0,50,39,1
"26114",61,6,171831,12,9,3,4,1,5,2,2829,0,45,39,1
"26116",42,3,97277,13,14,1,10,5,5,1,0,0,40,39,1
"26118",46,5,63299,12,9,3,8,1,5,2,0,0,50,39,1
"26119",39,8,171482,10,13,5,10,2,5,2,0,0,40,39,2
"26120",18,1,344742,1,6,5,3,4,5,2,0,0,40,39,1
"26122",39,5,38312,16,10,4,3,5,5,2,0,0,40,39,2
"26123",47,5,119939,12,9,3,3,1,5,2,0,0,40,39,2
"26124",40,5,83953,16,10,3,14,1,5,2,0,0,50,39,2
"26125",43,8,101383,12,9,3,3,1,5,2,0,0,40,39,2
"26126",32,5,204374,12,9,1,6,2,5,2,0,0,40,39,1
"26127",31,5,176831,1,6,1,12,3,5,1,0,0,40,39,1
"26128",19,1,60688,16,10,5,3,4,5,2,0,0,35,39,1
"26129",44,2,251305,8,12,3,1,1,5,2,0,0,40,39,2
"26130",46,3,200947,10,13,3,11,1,5,2,0,0,40,39,2
"26131",53,7,46704,13,14,3,10,1,5,2,0,0,50,39,2
"26132",43,5,119721,10,13,3,4,1,5,2,0,0,40,39,1
"26133",41,8,58930,10,13,5,10,2,5,1,0,0,40,39,1
"26134",35,5,247750,12,9,7,8,5,3,2,0,0,40,39,1
"26135",48,5,67725,10,13,3,12,1,5,2,0,0,45,39,1
"26136",28,8,200775,13,14,3,4,6,5,1,0,0,40,39,1
"26137",44,5,183542,10,13,7,10,5,5,1,0,0,32,39,1
"26138",20,1,25139,16,10,5,3,4,5,1,0,0,40,39,1
"26139",51,3,123325,15,15,7,10,2,5,1,0,0,40,39,1
"26140",28,5,269786,12,9,5,14,5,5,2,0,0,50,39,1
"26141",36,5,51089,10,13,5,3,2,5,2,0,0,60,39,1
"26142",28,5,136985,12,9,3,8,1,5,2,0,0,35,39,1
"26143",21,5,129350,16,10,5,12,4,5,2,0,0,40,39,1
"26144",34,1,35595,10,13,3,3,1,5,2,0,0,30,39,1
"26145",36,3,61299,16,10,3,3,1,5,2,0,0,40,39,1
"26147",31,5,257644,12,9,5,10,2,5,2,0,0,43,39,1
"26148",44,7,70884,12,9,3,5,1,5,2,0,0,60,39,1
"26149",49,3,159726,2,7,1,6,5,5,2,0,0,40,39,1
"26150",40,5,174395,12,9,3,3,1,5,2,0,0,40,39,1
"26151",64,2,175534,11,16,3,10,1,2,2,0,0,40,3,2
"26152",54,3,173050,13,14,3,10,1,5,2,7688,0,40,39,2
"26153",27,5,32519,16,10,3,12,1,2,2,0,0,55,35,1
"26154",18,5,322999,16,10,5,8,4,5,1,0,0,20,39,1
"26155",68,5,148874,7,5,3,3,1,3,2,0,0,44,39,1
"26157",36,5,195385,12,9,3,14,1,1,2,0,0,40,39,1
"26158",21,5,149809,12,9,5,5,4,5,2,0,0,24,39,1
"26159",22,5,51985,16,10,5,3,4,5,2,0,0,30,39,1
"26160",61,5,105384,10,13,3,10,1,5,2,0,0,40,39,1
"26162",49,8,324791,10,13,3,10,1,5,2,0,0,50,39,2
"26163",25,5,184303,16,10,6,9,3,5,1,0,0,30,8,1
"26164",66,1,314347,12,9,3,3,1,3,2,0,0,40,39,1
"26165",29,5,274010,16,10,5,10,2,5,2,0,0,45,39,1
"26166",22,5,321031,12,9,5,12,4,3,1,0,0,40,39,1
"26167",57,2,313929,16,10,3,10,1,1,2,0,0,40,39,1
"26168",41,5,394669,10,13,5,10,2,5,1,0,1741,40,39,1
"26169",29,5,152951,12,9,3,3,1,5,2,0,0,40,39,2
"26170",20,5,247115,16,10,5,1,5,3,1,0,0,35,39,1
"26171",47,5,175958,15,15,3,12,1,5,2,0,0,45,39,2
"26172",22,5,109039,12,9,5,4,2,5,1,0,0,55,39,1
"26173",59,6,141326,9,11,1,10,2,5,2,0,0,50,39,2
"26174",42,8,74334,13,14,3,1,1,1,2,0,0,40,39,2
"26175",64,7,47462,16,10,5,10,2,5,1,0,0,35,39,1
"26176",29,2,182344,12,9,4,8,5,3,2,0,0,40,39,1
"26177",25,8,295912,16,10,5,3,2,5,2,0,0,20,39,1
"26178",62,5,311495,16,10,1,4,2,5,1,0,0,40,39,1
"26179",44,5,236746,13,14,1,4,2,5,2,10520,0,45,39,2
"26180",21,5,187643,12,9,6,8,2,5,1,0,0,40,39,1
"26181",60,5,282923,16,10,3,10,1,5,2,7298,0,40,39,2
"26182",46,5,501671,1,6,1,7,5,3,2,0,0,40,39,1
"26183",44,2,29591,10,13,1,13,2,5,2,0,2258,40,39,2
"26184",21,5,301556,12,9,5,8,4,5,1,0,0,19,39,1
"26186",39,5,219483,10,13,3,10,6,5,1,5013,0,32,39,1
"26187",33,5,594187,13,14,3,10,1,5,2,0,0,45,39,2
"26188",63,5,200474,4,2,1,14,2,5,2,0,0,40,39,1
"26189",52,3,152795,12,9,3,11,1,5,2,0,0,52,39,2
"26190",17,5,230789,7,5,5,12,4,3,2,0,0,22,39,1
"26191",45,6,311231,15,15,3,10,1,5,2,0,1485,50,39,2
"26192",31,5,114691,12,9,5,12,4,5,2,0,0,40,39,1
"26193",35,5,194591,16,10,3,13,1,5,2,0,0,40,39,1
"26194",31,5,114691,12,9,3,7,1,5,2,0,0,40,39,2
"26195",51,8,42017,16,10,1,10,2,5,1,0,0,40,39,1
"26196",48,3,383384,12,9,3,3,1,5,2,0,0,60,39,1
"26197",28,5,29444,12,9,3,6,1,1,2,0,0,40,39,1
"26198",42,2,53727,12,9,3,14,1,5,2,0,0,40,39,1
"26199",38,5,277022,16,10,1,1,5,5,1,0,0,40,4,1
"26200",43,3,113324,10,13,3,10,1,5,2,0,0,40,39,2
"26201",30,5,342709,12,9,3,6,1,5,2,0,0,40,39,1
"26202",24,5,179203,3,8,5,12,3,5,2,0,0,55,39,1
"26203",46,5,251474,10,13,3,4,1,5,2,0,0,60,39,2
"26204",50,5,93730,1,6,3,14,1,5,2,0,0,60,39,1
"26205",22,5,37894,12,9,6,8,3,5,2,0,0,35,39,1
"26207",53,5,151411,10,13,3,10,1,5,2,0,0,45,39,2
"26208",40,5,210648,10,13,3,10,1,5,2,0,0,44,39,2
"26209",36,7,347491,11,16,3,10,1,5,2,0,0,35,39,1
"26210",32,5,255885,10,13,3,4,1,5,2,0,0,43,39,2
"26212",46,5,216164,12,9,3,6,1,5,2,0,0,40,39,1
"26213",26,3,288781,10,13,5,1,2,5,2,0,0,42,39,1
"26215",24,5,161638,12,9,3,7,2,5,1,0,0,40,7,1
"26216",28,5,190525,13,14,5,10,4,5,2,0,0,40,39,1
"26217",25,3,276249,13,14,5,10,4,5,1,0,0,40,39,1
"26218",44,5,147265,16,10,3,4,1,5,2,0,0,40,39,2
"26219",38,5,245090,12,9,3,3,1,5,2,0,0,40,27,1
"26220",42,8,219682,13,14,1,4,2,5,2,0,0,45,39,1
"26221",28,5,392100,12,9,3,3,4,5,2,0,0,40,39,1
"26222",36,5,358682,10,13,5,4,3,5,2,0,0,50,39,1
"26223",47,5,262244,10,13,5,12,2,3,2,0,0,60,39,2
"26224",46,5,171228,12,9,3,7,1,5,2,3411,0,35,13,1
"26225",21,3,218445,16,10,5,1,4,5,1,0,0,40,26,1
"26226",19,1,182609,12,9,5,3,4,3,1,0,0,25,39,1
"26227",35,5,509462,10,13,5,4,2,5,1,0,0,45,39,1
"26228",26,5,213258,12,9,3,3,1,5,2,0,0,40,39,1
"26229",21,5,118401,16,10,5,8,2,5,1,0,0,30,39,1
"26230",67,7,45814,6,4,3,5,1,5,2,0,0,40,39,1
"26231",54,5,329733,12,9,5,4,5,5,2,0,0,40,39,2
"26232",26,5,29957,13,14,5,13,3,5,2,0,0,25,39,1
"26233",51,5,215854,10,13,1,10,2,5,1,0,0,50,39,1
"26234",27,5,327766,16,10,1,3,2,5,2,0,0,45,39,1
"26235",27,5,405765,12,9,3,3,1,5,2,0,0,40,39,2
"26236",39,5,80680,16,10,1,7,4,5,1,0,0,40,39,1
"26237",32,5,177792,10,13,1,4,2,5,1,0,0,48,39,2
"26238",52,5,273514,12,9,6,3,2,5,2,0,0,40,39,1
"26239",21,5,202373,16,10,3,6,1,3,2,0,0,40,39,1
"26240",27,3,332785,12,9,5,11,4,5,2,0,0,38,39,1
"26241",46,5,149640,6,4,4,14,2,5,2,0,0,45,39,1
"26242",42,5,40151,9,11,3,8,1,5,2,0,0,30,39,1
"26243",79,6,183686,10,13,3,12,1,5,2,0,0,20,39,2
"26244",50,2,32801,10,13,3,4,6,1,1,0,0,40,39,2
"26245",19,1,195282,12,9,5,3,4,3,1,0,0,20,39,1
"26246",43,2,134026,16,10,5,1,3,5,2,2174,0,40,39,1
"26247",51,3,96678,13,14,3,10,1,5,2,0,0,60,39,1
"26248",45,5,174533,16,10,3,14,1,5,2,7298,0,50,39,2
"26249",65,5,180807,12,9,6,11,2,5,2,991,0,20,39,1
"26252",26,5,212800,8,12,5,10,4,5,1,0,0,36,39,1
"26253",28,5,55360,16,10,5,12,2,3,2,0,0,50,39,1
"26254",39,7,195253,15,15,3,10,1,5,2,0,0,45,39,2
"26255",43,5,45156,16,10,3,14,1,5,2,0,0,60,39,1
"26256",20,5,435469,12,9,5,8,4,5,1,0,0,40,26,1
"26257",29,5,231287,16,10,1,13,5,5,2,0,0,40,39,1
"26258",32,5,168854,10,13,3,12,1,5,2,0,1848,50,39,2
"26259",44,7,185057,10,13,1,4,2,5,1,3325,0,40,39,1
"26260",18,1,91670,16,10,5,3,4,2,1,0,0,40,39,1
"26261",60,5,165517,16,10,3,6,1,5,2,0,0,40,39,1
"26262",34,5,73161,12,9,3,12,1,5,2,0,0,40,39,2
"26263",60,5,178792,12,9,7,6,2,5,1,0,0,40,39,1
"26264",38,5,32897,2,7,1,12,5,5,1,0,0,40,39,1
"26265",29,5,250967,9,11,3,7,1,5,2,0,0,40,39,1
"26266",41,5,41901,16,10,5,3,2,5,2,0,1408,40,39,1
"26267",49,5,379779,10,13,1,4,2,5,1,0,0,40,39,1
"26268",37,5,217838,5,3,6,8,5,5,1,0,0,40,26,1
"26269",37,7,137527,11,16,5,10,2,5,1,0,2559,60,39,2
"26270",43,5,198965,16,10,3,12,1,5,2,0,0,38,39,2
"26271",41,5,70645,13,14,7,10,2,5,1,4650,0,55,39,1
"26272",37,5,220644,12,9,1,8,5,3,1,0,0,40,39,1
"26273",19,5,175081,7,5,5,3,3,5,2,0,0,60,39,1
"26274",29,5,180299,16,10,3,14,1,5,2,0,0,35,39,1
"26276",53,5,278114,6,4,3,4,1,5,2,0,0,40,39,2
"26277",27,5,394927,10,13,3,12,1,5,2,0,0,55,39,1
"26278",44,7,127482,12,9,3,3,1,5,2,7298,0,50,9,2
"26279",29,5,236938,8,12,1,3,5,5,1,0,0,38,39,1
"26280",25,5,232991,5,3,3,7,1,4,2,0,0,40,26,1
"26281",38,5,34378,12,9,3,12,1,5,2,0,0,55,39,1
"26282",48,6,81513,10,13,3,4,1,5,2,0,0,50,39,2
"26284",50,5,178596,12,9,1,3,5,5,2,0,1408,50,39,1
"26285",37,5,329026,12,9,3,1,6,5,1,0,0,40,39,2
"26286",48,5,26490,10,13,7,8,5,5,1,0,0,20,39,1
"26287",50,5,338033,16,10,5,8,2,5,2,0,0,32,39,1
"26289",24,5,21154,16,10,5,1,4,5,1,0,0,30,39,1
"26290",34,5,209449,16,10,3,13,1,3,2,0,0,40,39,2
"26291",19,5,389143,16,10,5,12,4,5,2,0,0,40,39,1
"26292",39,5,101260,12,9,5,7,4,5,2,0,0,40,39,1
